"id","ids","dv","time","phase","ivs","target_iv","interactions","correlation","family","standardize","method","package","Nobs","dvVar","timeVar","ivVar","target_ivVar","converge","estimator","analyzed_N","call","wasLRTrun","targ_ivs_lrt_pvalue","fixed","random","formula","directory","date","statName1","statValue1","X.Intercept..Value","X.Intercept..Std.Error","X.Intercept..DF","X.Intercept..t.value","X.Intercept..p.value","Time.Value","Time.Std.Error","Time.DF","Time.t.value","Time.p.value","phasephase2.Value","phasephase2.Std.Error","phasephase2.DF","phasephase2.t.value","phasephase2.p.value","phasephase3.Value","phasephase3.Std.Error","phasephase3.DF","phasephase3.t.value","phasephase3.p.value","Time.phasephase2.Value","Time.phasephase2.Std.Error","Time.phasephase2.DF","Time.phasephase2.t.value","Time.phasephase2.p.value","Time.phasephase3.Value","Time.phasephase3.Std.Error","Time.phasephase3.DF","Time.phasephase3.t.value","Time.phasephase3.p.value"
1,"id","y1","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y1` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y1 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y1 ~ Time * phase","~Time | id","y1 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:19","correlation of y1 and Time",-0.0992138082205205,103.48765476385,2.87474791927876,775,35.9988623941031,1.4121648667382e-167,-0.178271253239984,0.410421755219353,775,-0.434361119928221,0.664147130306073,-0.707454364859988,3.96271021638844,775,-0.17852790797929,0.85835506293001,6.96975328090253,14.0823379540978,775,0.494928704567439,0.620790728096371,-0.0135331926171929,0.447334694028773,775,-0.0302529466143363,0.975873111409613,-0.147029314254893,0.566658716609005,775,-0.259467135941621,0.795343742742317
1,"id","y2","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y2` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y2 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y2 ~ Time * phase","~Time | id","y2 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:19","correlation of y2 and Time",0.11199489839284,98.4244120620968,3.36212418556871,775,29.2744725148955,1.87243863671899e-127,0.178311082094115,0.374946032716601,775,0.475564658738208,0.634518569406938,3.3783634701143,3.32134571848228,775,1.01716706313189,0.309391391232475,1.95361999510191,12.149143551498,775,0.16080310408885,0.87229038608743,-0.382362868052534,0.380040538395453,775,-1.00611074194055,0.314676322517115,-0.040698774869814,0.48960520686584,775,-0.0831256986222495,0.933773057131849
1,"id","y3","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y3` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y3 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y3 ~ Time * phase","~Time | id","y3 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:19","correlation of y3 and Time",0.180970335403694,97.6794302975978,2.61362131731678,775,37.3732145703029,1.38908826306098e-175,-0.2493563936369,0.391627541019984,775,-0.636718227189686,0.524496415072872,-2.60304421549868,3.72349071905054,775,-0.699087069609358,0.484707364201407,-4.87356365267986,13.5088800976046,775,-0.360767407621305,0.718371640324881,0.492935508748879,0.424386827523743,775,1.16152405489377,0.245786451245736,0.567746224804569,0.544198982583838,775,1.04326954473331,0.297148785182584
1,"id","y4","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y4` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y4 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y4 ~ Time * phase","~Time | id","y4 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:19","correlation of y4 and Time",0.0986220277803,100.174560012379,2.75057795617515,775,36.4194586041391,4.9075421528549e-170,-0.0761921164846146,0.375791162339238,775,-0.202751219614456,0.839382702633886,-3.88237535481878,3.44101592261888,775,-1.12826428070231,0.259557473366994,-2.9528641156998,12.7702779044898,775,-0.231229432733146,0.817197597724873,0.170673336281995,0.396536641517019,775,0.430410001025517,0.667017085382925,0.269742021641319,0.514925084266477,775,0.523847118509625,0.600534645176946
1,"id","y5","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y5` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y5 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y5 ~ Time * phase","~Time | id","y5 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:19","correlation of y5 and Time",-0.203652427035758,103.770859110021,3.14347104759751,775,33.0115523695793,6.4741571696899e-150,0.21870729080692,0.408262714234096,775,0.535702338669886,0.592317984524712,-3.42888038054486,3.83993748198946,775,-0.892952137014575,0.372159988919229,1.5023169527567,13.9352867789766,775,0.107806676431171,0.91417694954405,-0.242778920690954,0.437717559388015,775,-0.554647432993983,0.579295863465409,-0.501993721963643,0.561384178485599,775,-0.89420710665169,0.371488699020109
1,"id","y6","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y6` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y6 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y6 ~ Time * phase","~Time | id","y6 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:19","correlation of y6 and Time",-0.250446357784125,105.431692431613,3.02050085640653,775,34.905367501549,3.77180997915663e-161,-0.0301004038650178,0.388513698706282,775,-0.0774757851917437,0.938265051195686,-4.0597902318428,3.70322853223693,775,-1.09628401177566,0.273295040268792,-15.0955827039576,13.2924560663194,775,-1.13565037406495,0.256453990384749,-0.0202052825067675,0.419966076895248,775,-0.0481117014406078,0.961639615997718,0.13403568001231,0.535186041708327,775,0.250446890551303,0.802308148747442
1,"id","y7","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y7` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y7 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y7 ~ Time * phase","~Time | id","y7 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:19","correlation of y7 and Time",-0.288619642599383,102.461814498887,2.66072533867708,775,38.5089783637086,3.88062944850955e-182,0.635720403711041,0.382913438194698,775,1.66021962224214,0.0972747925882666,1.88407987764713,3.56153345517411,775,0.529008052671802,0.59695133904555,11.6534459982865,13.135386585008,775,0.887179522495898,0.375257484045137,-0.80956818088955,0.409160311047579,775,-1.97860877272481,0.0482137273097167,-1.25454771547528,0.529526946618572,775,-2.36918578645811,0.0180714718004171
1,"id","y8","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y8` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y8 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y8 ~ Time * phase","~Time | id","y8 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:20","correlation of y8 and Time",0.186562999797137,97.3884217924884,2.39524303686367,775,40.6590981765294,2.23700731997736e-194,-0.996904244820183,0.386110709129695,775,-2.58191296239163,0.0100079024363103,4.56013436559053,3.62773649843616,775,1.25701918194894,0.209125387599594,3.99739941380332,13.3138946499059,775,0.300242680216159,0.764072568375007,1.03015150750782,0.415765053903694,775,2.47772509458296,0.0134343653709122,1.01192078226756,0.536618729510117,775,1.88573511623672,0.0597044226339812
1,"id","y9","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y9` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y9 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y9 ~ Time * phase","~Time | id","y9 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:20","correlation of y9 and Time",-0.300149528319012,105.187751463091,3.07712850280007,775,34.1837370026548,6.96209351614875e-157,0.810734699269055,0.342016171869549,775,2.37045720627001,0.0180098963006086,-4.41731630795929,3.10904226020047,775,-1.42079648273242,0.15577813778824,-23.79867734277,11.5812720945653,775,-2.05492774441746,0.0402206883399434,-0.946731183290809,0.358948564082927,775,-2.63751210625288,0.0085190683267106,-0.418332935893287,0.467040278101361,775,-0.895710617495173,0.370685454717614
1,"id","y10","Time","phase","","","","corARMA(p=1,q=0)","Normal","dv=FALSE, iv=FALSE, byids=FALSE","REML","nlme","There are 40 time points with complete data.","The variance of `y10` is 225.","` Time ` is  monotonically increasing for ` id ` = 1 .","There are no variables in `ivs`.","No target_ivs","Convergence is `TRUE`","REML","800 cases were analyzed.","y10 ~ Time * phase; ~Time | id; corARMA(p=1,q=0)",FALSE,NA,"y10 ~ Time * phase","~Time | id","y10 ~ Time * phase + re(random = ~Time | id, method =REML"",      correlation = corARMA(p = 1, q = 0))","R:\PaCCT\09 Repository\PersonAlyticsPower","2019-05-08 16:10:20","correlation of y10 and Time",0.120163793397424,99.7518016548063,2.69099086023407,775,37.0687998717802,8.114109324145e-174,-0.0306649573497945,0.376790231923989,775,-0.0813846929980409,0.935157034526183,1.4832790672155,3.50310798983603,775,0.423418025227628,0.672107773102812,-11.2860045120349,12.8965692869758,775,-0.875116805167137,0.381781478466339,-0.171359379659518,0.402091517874472,775,-0.426170093229906,0.670102244761091,0.532960064880679,0.519863179108315,775,1.02519294748828,0.305592034016941
